anno,settimana,incidenza,numero_casi,numero_assistiti,target
2020,49,0.0,0.0,0.0,ILI
2020,50,0.0,0.0,0.0,ILI
2020,51,0.0,0.0,0.0,ILI
2020,52,0.0,0.0,0.0,ILI
2020,53,0.0,0.0,0.0,ILI
2021,1,0.0,0.0,0.0,ILI
2021,2,0.0,0.0,0.0,ILI
2021,3,0.0,0.0,0.0,ILI
2021,4,0.0,0.0,0.0,ILI
2021,5,0.0,0.0,0.0,ILI
2021,6,0.0,0.0,0.0,ILI
2021,7,0.0,0.0,0.0,ILI
2021,8,0.0,0.0,0.0,ILI
2021,9,0.0,0.0,0.0,ILI
2021,10,0.0,0.0,0.0,ILI
2021,11,0.0,0.0,0.0,ILI
2021,12,0.0,0.0,0.0,ILI
2021,13,0.0,0.0,0.0,ILI
2021,14,0.0,0.0,0.0,ILI
2021,15,0.0,0.0,0.0,ILI
