anno,settimana,incidenza,numero_casi,numero_assistiti
2020,49,1.57,7.0,4446.0
2020,50,1.85,5.0,2704.0
2020,51,2.26,13.0,5745.0
2020,52,1.63,6.0,3689.0
2020,53,1.48,4.0,2704.0
2021,01,0.7,10.0,14282.0
2021,02,0.52,11.0,21069.0
2021,03,0.69,10.0,14580.0
2021,04,0.67,10.0,14959.0
2021,05,0.68,12.0,17693.0
2021,06,0.74,13.0,17675.0
2021,07,0.58,12.0,20772.0
2021,08,1.36,27.0,19841.0
2021,09,1.67,32.0,19204.0
2021,10,1.0,18.0,18059.0
2021,11,0.7,13.0,18648.0
2021,12,0.43,9.0,21090.0
2021,13,0.4,7.0,17657.0
2021,14,0.16,3.0,18642.0
2021,15,0.48,6.0,12573.0
2021,16,0.1,2.0,20347.0
