anno,settimana,incidenza,numero_casi,numero_assistiti
2020,49,0.6,5.0,8311.0
2020,50,1.04,9.0,8643.0
2020,51,0.78,10.0,12854.0
2020,52,0.99,21.0,21151.0
2020,53,0.22,3.0,13654.0
2021,01,1.11,31.0,27893.0
2021,02,1.56,42.0,26915.0
2021,03,1.12,26.0,23281.0
2021,04,2.44,53.0,21701.0
2021,05,2.74,61.0,22254.0
2021,06,2.8,54.0,19289.0
2021,07,2.88,92.0,31926.0
2021,08,1.35,36.0,26755.0
2021,09,0.86,9.0,10514.0
2021,10,1.54,33.0,21459.0
2021,11,2.26,43.0,19048.0
2021,12,1.89,31.0,16367.0
2021,13,1.27,21.0,16597.0
2021,14,1.06,27.0,25534.0
2021,15,1.24,24.0,19364.0
