anno,settimana,incidenza,numero_casi,numero_assistiti,target
2020,49,0.6,5.0,8311.0,ILI
2020,50,1.04,9.0,8643.0,ILI
2020,51,0.78,10.0,12854.0,ILI
2020,52,0.99,21.0,21151.0,ILI
2020,53,0.22,3.0,13654.0,ILI
2021,1,1.11,31.0,27893.0,ILI
2021,2,1.56,42.0,26915.0,ILI
2021,3,1.12,26.0,23281.0,ILI
2021,4,2.44,53.0,21701.0,ILI
2021,5,2.74,61.0,22254.0,ILI
2021,6,2.8,54.0,19289.0,ILI
2021,7,2.88,92.0,31926.0,ILI
2021,8,1.35,36.0,26755.0,ILI
2021,9,0.86,9.0,10514.0,ILI
2021,10,1.54,33.0,21459.0,ILI
2021,11,2.26,43.0,19048.0,ILI
2021,12,1.89,31.0,16367.0,ILI
2021,13,1.27,21.0,16597.0,ILI
