anno,settimana,incidenza,numero_casi,numero_assistiti
2007,42,0.19,209,1075194
2007,43,0.32,353,1112987
2007,44,0.26,290,1133791
2007,45,0.41,477,1172206
2007,46,0.51,608,1191998
2007,47,0.61,729,1197422
2007,48,0.79,914,1157504
2007,49,0.89,1079,1206693
2007,50,1.2,1444,1198903
2007,51,1.89,2224,1175626
2007,52,2.92,3126,1070366
2008,01,4.56,5468,1198250
2008,02,5.98,7390,1234887
2008,03,6.54,8017,1225495
2008,04,6.95,8346,1200731
2008,05,7.21,8701,1206563
2008,06,6.95,8287,1192437
2008,07,6.61,7839,1185316
2008,08,6.32,7421,1174934
2008,09,5.62,6555,1165703
2008,10,4.13,4705,1140119
2008,11,2.75,2978,1082848
