anno,settimana,incidenza,numero_casi,numero_assistiti
2006,42,0.26,216,839158
2006,43,0.27,257,940408
2006,44,0.26,264,1018516
2006,45,0.43,482,1112240
2006,46,0.51,576,1128853
2006,47,0.53,599,1139219
2006,48,0.59,683,1157608
2006,49,0.65,751,1155228
2006,50,0.9,1022,1141139
2006,51,1.11,1221,1101079
2006,52,1.62,1783,1098249
2007,01,1.81,2069,1143863
2007,02,2.23,2599,1162870
2007,03,3.11,3639,1171110
2007,04,4.67,5436,1164898
2007,05,6.21,7210,1160725
2007,06,7.57,8830,1165694
2007,07,7.69,8729,1134904
2007,08,6.48,7335,1132554
2007,09,4.63,5202,1123879
2007,10,3.11,3424,1100967
2007,11,2.24,2417,1076824
2007,12,1.78,1886,1056618
2007,13,1.36,1421,1047465
2007,14,0.92,906,985213
2007,15,0.71,689,965529
2007,16,0.55,518,933995
