anno,settimana,incidenza,numero_casi,numero_assistiti,target
2012,1,2.01,200.0,99447.0,ILI
2012,2,2.93,300.0,102254.0,ILI
2012,3,5.51,547.0,99328.0,ILI
2012,4,9.16,921.0,100504.0,ILI
2012,5,10.33,1056.0,102254.0,ILI
2012,6,11.61,1177.0,101385.0,ILI
2012,7,10.83,1068.0,98647.0,ILI
2012,8,8.43,736.0,87334.0,ILI
2012,9,4.15,414.0,99764.0,ILI
2012,10,2.6,259.0,99714.0,ILI
2012,11,1.54,160.0,103671.0,ILI
2012,12,0.93,93.0,100131.0,ILI
2012,13,0.49,41.0,84109.0,ILI
2012,14,0.17,13.0,75448.0,ILI
2012,15,0.2,15.0,75448.0,ILI
2012,16,0.22,21.0,97462.0,ILI
2012,17,0.06,5.0,90169.0,ILI
