anno,settimana,incidenza,numero_casi,numero_assistiti,target
2012,1,1.37,26.0,18985.0,ILI
2012,2,1.27,28.0,22079.0,ILI
2012,3,2.07,50.0,24106.0,ILI
2012,4,2.54,64.0,25222.0,ILI
2012,5,3.46,81.0,23409.0,ILI
2012,6,6.05,128.0,21147.0,ILI
2012,7,4.89,105.0,21459.0,ILI
2012,8,5.74,124.0,21619.0,ILI
2012,9,5.74,124.0,21619.0,ILI
2012,10,5.74,124.0,21619.0,ILI
2012,11,1.77,35.0,19779.0,ILI
2012,12,1.08,18.0,16624.0,ILI
2012,13,1.42,27.0,18993.0,ILI
2012,14,0.27,4.0,15021.0,ILI
2012,15,0.73,11.0,15059.0,ILI
